The augmented 4th of Ab is...	<h1>D</h1>	hard interval
The minor 2nd of Ab is...	<h1>Bbb</h1>	hardcore interval
The perfect 5th of A# is...	<h1>E#</h1>	hardcore interval
The major 7th of A# is...	<h1>G##</h1>	hardcore interval
The major 6th of A# is...	<h1>F##</h1>	hardcore interval
The major 3rd of A# is...	<h1>C##</h1>	hardcore interval
The major 2nd of A# is...	<h1>B#</h1>	hardcore interval
The diminished 7th of A# is...	<h1>G</h1>	hardcore interval
The diminished 5th of A# is...	<h1>E</h1>	hard interval
The augmented 5th of A# is...	<h1>E##</h1>	hardcore interval
The augmented 4th of A# is...	<h1>D##</h1>	hardcore interval
The diminished 7th of B is...	<h1>Ab</h1>	hardcore interval
The diminished 5th of B is...	<h1>F</h1>	hard interval
The augmented 5th of B is...	<h1>F##</h1>	hardcore interval
The augmented 4th of B is...	<h1>E#</h1>	hardcore interval
The diminished 7th of Bb is...	<h1>Abb</h1>	hardcore interval
The diminished 5th of Bb is...	<h1>Fb</h1>	hardcore interval
The augmented 5th of Bb is...	<h1>F#</h1>	hard interval
The augmented 4th of Bb is...	<h1>E</h1>	hard interval
The minor 2nd of Bb is...	<h1>Cb</h1>	hardcore interval
