The b9 of F# is...	<h1>G</h1>	middle chord-interval
The perfect 4th of G is...	<h1>C</h1>	middle interval
The perfect 5th of G is...	<h1>D</h1>	easy interval
The major 7th of G is...	<h1>F#</h1>	middle interval
The major 6th of G is...	<h1>E</h1>	middle interval
The major 3rd of G is...	<h1>B</h1>	easy interval
The major 2nd of G is...	<h1>A</h1>	easy interval
The diminished 7th of G is...	<h1>Fb</h1>	hardcore interval
The diminished 5th of G is...	<h1>Db</h1>	hard interval
The minor 7th of G is...	<h1>F</h1>	middle interval
The minor 6th of G is...	<h1>Eb</h1>	middle interval
The augmented 5th of G is...	<h1>D#</h1>	hard interval
The augmented 4th of G is...	<h1>C#</h1>	hard interval
The minor 3rd of G is...	<h1>Bb</h1>	easy interval
The minor 2nd of G is...	<h1>Ab</h1>	middle interval
The 11 of G is...	<h1>C</h1>	middle chord-interval
The 13 of G is...	<h1>E</h1>	middle chord-interval
The b13 of G is...	<h1>Eb</h1>	middle chord-interval
The 9 of G is...	<h1>A</h1>	middle chord-interval
The #11 of G is...	<h1>C#</h1>	middle chord-interval
The b9 of G is...	<h1>Ab</h1>	middle chord-interval
The perfect 4th of Gb is...	<h1>Cb</h1>	hardcore interval
The perfect 5th of Gb is...	<h1>Db</h1>	easy interval
The major 7th of Gb is...	<h1>F</h1>	middle interval
The major 6th of Gb is...	<h1>Eb</h1>	middle interval
The major 3rd of Gb is...	<h1>Bb</h1>	easy interval
The major 2nd of Gb is...	<h1>Ab</h1>	easy interval
The diminished 7th of Gb is...	<h1>Fbb</h1>	hardcore interval
The diminished 5th of Gb is...	<h1>Dbb</h1>	hardcore interval
The minor 7th of Gb is...	<h1>Fb</h1>	hardcore interval
The minor 6th of Gb is...	<h1>Ebb</h1>	hardcore interval
The augmented 5th of Gb is...	<h1>D</h1>	hard interval
The augmented 4th of Gb is...	<h1>C</h1>	hard interval
The minor 3rd of Gb is...	<h1>Bbb</h1>	hardcore interval
The minor 2nd of Gb is...	<h1>Abb</h1>	hardcore interval
The 11 of Gb is...	<h1>Cb</h1>	hardcore chord-interval
The 13 of Gb is...	<h1>Eb</h1>	middle chord-interval
The b13 of Gb is...	<h1>Ebb</h1>	hardcore chord-interval
The 9 of Gb is...	<h1>Ab</h1>	middle chord-interval
The #11 of Gb is...	<h1>C</h1>	middle chord-interval
The b9 of Gb is...	<h1>Abb</h1>	hardcore chord-interval
The perfect 4th of G# is...	<h1>C#</h1>	middle interval
The perfect 5th of G# is...	<h1>D#</h1>	easy interval
The major 7th of G# is...	<h1>F##</h1>	hardcore interval
The major 6th of G# is...	<h1>E#</h1>	hardcore interval
The major 3rd of G# is...	<h1>B#</h1>	hardcore interval
The major 2nd of G# is...	<h1>A#</h1>	easy interval
The diminished 7th of G# is...	<h1>F</h1>	hardcore interval
The diminished 5th of G# is...	<h1>D</h1>	hard interval
The minor 7th of G# is...	<h1>F#</h1>	middle interval
The minor 6th of G# is...	<h1>E</h1>	middle interval
The augmented 5th of G# is...	<h1>D##</h1>	hardcore interval
The augmented 4th of G# is...	<h1>C##</h1>	hardcore interval
The minor 3rd of G# is...	<h1>B</h1>	easy interval
The minor 2nd of G# is...	<h1>A</h1>	middle interval
The 11 of G# is...	<h1>C#</h1>	middle chord-interval
The 13 of G# is...	<h1>E#</h1>	hardcore chord-interval
The b13 of G# is...	<h1>E</h1>	middle chord-interval
The 9 of G# is...	<h1>A#</h1>	middle chord-interval
The #11 of G# is...	<h1>C##</h1>	hardcore chord-interval
The b9 of G# is...	<h1>A</h1>	middle chord-interval
The perfect 4th of A is...	<h1>D</h1>	middle interval
The perfect 5th of A is...	<h1>E</h1>	easy interval
The major 7th of A is...	<h1>G#</h1>	middle interval
The major 6th of A is...	<h1>F#</h1>	middle interval
The major 3rd of A is...	<h1>C#</h1>	easy interval
The major 2nd of A is...	<h1>B</h1>	easy interval
The diminished 7th of A is...	<h1>Gb</h1>	hardcore interval
The diminished 5th of A is...	<h1>Eb</h1>	hard interval
The minor 7th of A is...	<h1>G</h1>	middle interval
The minor 6th of A is...	<h1>F</h1>	middle interval
The augmented 5th of A is...	<h1>E#</h1>	hardcore interval
The augmented 4th of A is...	<h1>D#</h1>	hard interval
The minor 3rd of A is...	<h1>C</h1>	easy interval
The minor 2nd of A is...	<h1>Bb</h1>	middle interval
The 11 of A is...	<h1>D</h1>	middle chord-interval
The 13 of A is...	<h1>F#</h1>	middle chord-interval
The b13 of A is...	<h1>F</h1>	middle chord-interval
The 9 of A is...	<h1>B</h1>	middle chord-interval
The #11 of A is...	<h1>D#</h1>	middle chord-interval
The b9 of A is...	<h1>Bb</h1>	middle chord-interval
The perfect 4th of Ab is...	<h1>Db</h1>	middle interval
The perfect 5th of Ab is...	<h1>Eb</h1>	easy interval
The major 7th of Ab is...	<h1>G</h1>	middle interval
The major 6th of Ab is...	<h1>F</h1>	middle interval
The major 3rd of Ab is...	<h1>C</h1>	easy interval
The major 2nd of Ab is...	<h1>Bb</h1>	easy interval
The diminished 7th of Ab is...	<h1>Gbb</h1>	hardcore interval
The diminished 5th of Ab is...	<h1>Ebb</h1>	hardcore interval
The minor 7th of Ab is...	<h1>Gb</h1>	middle interval
The minor 6th of Ab is...	<h1>Fb</h1>	hardcore interval
The augmented 5th of Ab is...	<h1>E</h1>	hard interval
The augmented 4th of Ab is...	<h1>D</h1>	hard interval
The minor 3rd of Ab is...	<h1>B</h1>	easy interval
The minor 2nd of Ab is...	<h1>Bbb</h1>	hardcore interval
The 11 of Ab is...	<h1>Db</h1>	middle chord-interval
The 13 of Ab is...	<h1>F</h1>	middle chord-interval
The b13 of Ab is...	<h1>Fb</h1>	hardcore chord-interval
The 9 of Ab is...	<h1>Bb</h1>	middle chord-interval
The #11 of Ab is...	<h1>D</h1>	middle chord-interval
The b9 of Ab is...	<h1>Bbb</h1>	hardcore chord-interval
The perfect 4th of A# is...	<h1>D#</h1>	middle interval
The perfect 5th of A# is...	<h1>E#</h1>	hardcore interval
The major 7th of A# is...	<h1>G##</h1>	hardcore interval
The major 6th of A# is...	<h1>F##</h1>	hardcore interval
The major 3rd of A# is...	<h1>C##</h1>	hardcore interval
The major 2nd of A# is...	<h1>B#</h1>	hardcore interval
The diminished 7th of A# is...	<h1>G</h1>	hardcore interval
The diminished 5th of A# is...	<h1>E</h1>	hard interval
The minor 7th of A# is...	<h1>G#</h1>	middle interval
The minor 6th of A# is...	<h1>F#</h1>	middle interval
The augmented 5th of A# is...	<h1>E##</h1>	hardcore interval
The augmented 4th of A# is...	<h1>D##</h1>	hardcore interval
The minor 3rd of A# is...	<h1>C#</h1>	easy interval
The minor 2nd of A# is...	<h1>B</h1>	middle interval
The 11 of A# is...	<h1>D#</h1>	middle chord-interval
The 13 of A# is...	<h1>F##</h1>	hardcore chord-interval
The b13 of A# is...	<h1>F#</h1>	middle chord-interval
The 9 of A# is...	<h1>B#</h1>	hardcore chord-interval
The #11 of A# is...	<h1>D##</h1>	hardcore chord-interval
The b9 of A# is...	<h1>B</h1>	middle chord-interval
The perfect 4th of B is...	<h1>E</h1>	middle interval
The perfect 5th of B is...	<h1>F#</h1>	easy interval
The major 7th of B is...	<h1>A#</h1>	middle interval
The major 6th of B is...	<h1>G#</h1>	middle interval
The major 3rd of B is...	<h1>D#</h1>	easy interval
The major 2nd of B is...	<h1>C#</h1>	easy interval
The diminished 7th of B is...	<h1>Ab</h1>	hardcore interval
The diminished 5th of B is...	<h1>F</h1>	hard interval
The minor 7th of B is...	<h1>A</h1>	middle interval
The minor 6th of B is...	<h1>G</h1>	middle interval
The augmented 5th of B is...	<h1>F##</h1>	hardcore interval
The augmented 4th of B is...	<h1>E#</h1>	hardcore interval
The minor 3rd of B is...	<h1>D</h1>	easy interval
The minor 2nd of B is...	<h1>C</h1>	middle interval
The 11 of B is...	<h1>E</h1>	middle chord-interval
The 13 of B is...	<h1>G#</h1>	middle chord-interval
The b13 of B is...	<h1>G</h1>	middle chord-interval
The 9 of B is...	<h1>C#</h1>	middle chord-interval
The #11 of B is...	<h1>E#</h1>	hardcore chord-interval
The b9 of B is...	<h1>C</h1>	middle chord-interval
The perfect 4th of Bb is...	<h1>Eb</h1>	middle interval
The perfect 5th of Bb is...	<h1>F</h1>	easy interval
The major 7th of Bb is...	<h1>A</h1>	middle interval
The major 6th of Bb is...	<h1>G</h1>	middle interval
The major 3rd of Bb is...	<h1>D</h1>	easy interval
The major 2nd of Bb is...	<h1>C</h1>	easy interval
The diminished 7th of Bb is...	<h1>Abb</h1>	hardcore interval
The diminished 5th of Bb is...	<h1>Fb</h1>	hardcore interval
The minor 7th of Bb is...	<h1>Ab</h1>	middle interval
The minor 6th of Bb is...	<h1>Gb</h1>	middle interval
The augmented 5th of Bb is...	<h1>F#</h1>	hard interval
The augmented 4th of Bb is...	<h1>E</h1>	hard interval
The minor 3rd of Bb is...	<h1>Db</h1>	easy interval
The minor 2nd of Bb is...	<h1>Cb</h1>	hardcore interval
The 11 of Bb is...	<h1>Eb</h1>	middle chord-interval
The 13 of Bb is...	<h1>G</h1>	middle chord-interval
The b13 of Bb is...	<h1>Gb</h1>	middle chord-interval
The 9 of Bb is...	<h1>C</h1>	middle chord-interval
The #11 of Bb is...	<h1>E</h1>	middle chord-interval
The b9 of Bb is...	<h1>Cb</h1>	hardcore chord-interval
