Which <b style="color:blue">chord</b> is associated to F locrian ?	<h1>F-7b5</h1>	mode-chord
From which <b style="color:red">major scale</b> comes G# ionian ?	<h1>G# (#1 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to G# ionian ?	<h1>G#maj7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes A# dorian ?	<h1>G# (#2 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to A# dorian ?	<h1>A#-7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes B# phrygian ?	<h1>G# (#3 degree)</h1>	mode-scale
From which <b style="color:red">major scale</b> comes C# lydian ?	<h1>G# (#4 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to C# lydian ?	<h1>C#maj7#11</h1>	mode-chord
From which <b style="color:red">major scale</b> comes D# mixolydian ?	<h1>G# (#5 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to D# mixolydian ?	<h1>D#7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes E# aeolian ?	<h1>G# (#6 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to E# aeolian ?	<h1>E#-6</h1>	mode-chord
From which <b style="color:red">major scale</b> comes F## locrian ?	<h1>G# (#7 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to F## locrian ?	<h1>F##-7b5</h1>	mode-chord
From which <b style="color:red">major scale</b> comes A ionian ?	<h1>A (#1 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to A ionian ?	<h1>Amaj7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes B dorian ?	<h1>A (#2 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to B dorian ?	<h1>B-7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes C# phrygian ?	<h1>A (#3 degree)</h1>	mode-scale
From which <b style="color:red">major scale</b> comes D lydian ?	<h1>A (#4 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to D lydian ?	<h1>Dmaj7#11</h1>	mode-chord
From which <b style="color:red">major scale</b> comes E mixolydian ?	<h1>A (#5 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to E mixolydian ?	<h1>E7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes F# aeolian ?	<h1>A (#6 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to F# aeolian ?	<h1>F#-6</h1>	mode-chord
From which <b style="color:red">major scale</b> comes G# locrian ?	<h1>A (#7 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to G# locrian ?	<h1>G#-7b5</h1>	mode-chord
From which <b style="color:red">major scale</b> comes Ab ionian ?	<h1>Ab (#1 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to Ab ionian ?	<h1>Abmaj7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes Bb dorian ?	<h1>Ab (#2 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to Bb dorian ?	<h1>Bb-7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes C phrygian ?	<h1>Ab (#3 degree)</h1>	mode-scale
From which <b style="color:red">major scale</b> comes Db lydian ?	<h1>Ab (#4 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to Db lydian ?	<h1>Dbmaj7#11</h1>	mode-chord
From which <b style="color:red">major scale</b> comes Eb mixolydian ?	<h1>Ab (#5 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to Eb mixolydian ?	<h1>Eb7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes F aeolian ?	<h1>Ab (#6 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to F aeolian ?	<h1>F-6</h1>	mode-chord
From which <b style="color:red">major scale</b> comes G locrian ?	<h1>Ab (#7 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to G locrian ?	<h1>G-7b5</h1>	mode-chord
From which <b style="color:red">major scale</b> comes A# ionian ?	<h1>A# (#1 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to A# ionian ?	<h1>A#maj7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes B# dorian ?	<h1>A# (#2 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to B# dorian ?	<h1>B#-7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes C## phrygian ?	<h1>A# (#3 degree)</h1>	mode-scale
From which <b style="color:red">major scale</b> comes D# lydian ?	<h1>A# (#4 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to D# lydian ?	<h1>D#maj7#11</h1>	mode-chord
From which <b style="color:red">major scale</b> comes E# mixolydian ?	<h1>A# (#5 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to E# mixolydian ?	<h1>E#7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes F## aeolian ?	<h1>A# (#6 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to F## aeolian ?	<h1>F##-6</h1>	mode-chord
From which <b style="color:red">major scale</b> comes G## locrian ?	<h1>A# (#7 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to G## locrian ?	<h1>G##-7b5</h1>	mode-chord
From which <b style="color:red">major scale</b> comes B ionian ?	<h1>B (#1 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to B ionian ?	<h1>Bmaj7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes C# dorian ?	<h1>B (#2 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to C# dorian ?	<h1>C#-7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes D# phrygian ?	<h1>B (#3 degree)</h1>	mode-scale
From which <b style="color:red">major scale</b> comes E lydian ?	<h1>B (#4 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to E lydian ?	<h1>Emaj7#11</h1>	mode-chord
From which <b style="color:red">major scale</b> comes F# mixolydian ?	<h1>B (#5 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to F# mixolydian ?	<h1>F#7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes G# aeolian ?	<h1>B (#6 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to G# aeolian ?	<h1>G#-6</h1>	mode-chord
From which <b style="color:red">major scale</b> comes A# locrian ?	<h1>B (#7 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to A# locrian ?	<h1>A#-7b5</h1>	mode-chord
From which <b style="color:red">major scale</b> comes Bb ionian ?	<h1>Bb (#1 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to Bb ionian ?	<h1>Bbmaj7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes C dorian ?	<h1>Bb (#2 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to C dorian ?	<h1>C-7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes D phrygian ?	<h1>Bb (#3 degree)</h1>	mode-scale
From which <b style="color:red">major scale</b> comes Eb lydian ?	<h1>Bb (#4 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to Eb lydian ?	<h1>Ebmaj7#11</h1>	mode-chord
From which <b style="color:red">major scale</b> comes F mixolydian ?	<h1>Bb (#5 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to F mixolydian ?	<h1>F7</h1>	mode-chord
From which <b style="color:red">major scale</b> comes G aeolian ?	<h1>Bb (#6 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to G aeolian ?	<h1>G-6</h1>	mode-chord
From which <b style="color:red">major scale</b> comes A locrian ?	<h1>Bb (#7 degree)</h1>	mode-scale
Which <b style="color:blue">chord</b> is associated to A locrian ?	<h1>A-7b5</h1>	mode-chord
